1 1 0.878138845383
1 2 0.473273393466
1 3 0.0504329455004
1 4 0.0111700045827
1 5 -0.199454354489
1 6 0.498635886222
1 7 -0.878138845383
1 8 -0.473273393466
1 9 -0.0504329455004
1 11 -0.151576961738
1 12 -0.000110819745244
2 1 -0.472268291926
2 2 0.880135787265
2 3 -0.033715307654
2 4 0.199533563885
2 5 0.0111309249156
2 6 -0.0278273122889
2 7 0.472268291926
2 8 -0.880135787265
2 9 0.033715307654
2 10 6.50493250286e-05
2 11 0.206695387997
2 12 6.24408643162e-05
3 1 -0.0602560892829
3 2 0.00584073317733
3 3 0.997562702468
3 4 0.499708225939
3 5 -2.37429540621e-05
3 6 5.93573851553e-05
3 7 0.0602560892829
3 8 -0.00584073317733
3 9 -0.997562702468
3 10 -0.151622799134
3 11 -6.24408643162e-05
3 12 0.206695387997
4 4 -0.216116946077
4 5 -0.450678919692
4 6 -4.47751598787e-06
4 10 -0.240797986048
4 11 0.000174313656578
4 12 -0.437816704963
5 4 0.450678655468
5 5 -0.216116457932
5 6 1.76122491755e-06
5 10 0.437665023543
5 11 3.09939338544e-05
5 12 -0.240808064684
6 4 -7.10713833771e-06
6 5 -1.79379244403e-05
6 6 0.215989297727
6 10 -1.67654161313e-05
6 11 0.215924450445
6 12 6.39404107683e-05
7 1 0.878032868704
7 2 0.473480021544
7 3 0.0503391832403
7 4 0.0111739711031
7 5 -0.199451729712
7 6 0.49862932428
7 13 -0.878032868704
7 14 -0.473480021544
7 15 -0.0503391832403
7 16 3.82331855667e-05
7 17 -0.153785812635
7 18 -0.299676217562
8 1 -0.472466200117
8 2 0.880023484803
8 3 -0.0338750338703
8 4 0.199456879114
8 5 0.0111779050222
8 6 -0.0279447625555
8 13 0.472466200117
8 14 -0.880023484803
8 15 0.0338750338703
8 16 0.299885587136
8 17 0.208738265057
8 18 2.48132571058e-05
9 1 -0.060250438757
9 2 0.00601195871717
9 3 0.997562078362
9 4 0.499738777137
9 5 -3.92760825496e-05
9 6 9.8190206374e-05
9 13 0.060250438757
9 14 -0.00601195871717
9 15 -0.997562078362
9 16 -0.153933487476
9 17 -6.30433882359e-05
9 18 0.20868989779
10 4 -0.216063962195
10 5 -0.450704355112
10 6 -4.73037477735e-05
10 16 -0.240849605247
10 17 0.000217117625403
10 18 -0.437788364273
11 4 0.450704090003
11 5 -0.216063475415
11 6 2.74287653535e-06
11 16 0.43763667058
11 17 2.99743607443e-05
11 18 -0.240859666309
12 4 -4.99305166679e-05
12 5 -1.69455171987e-05
12 6 0.215936310127
12 16 -4.08613850893e-05
12 17 0.215871484054
12 18 9.93029567307e-05
13 1 0.0077434184981
13 2 0.141397898567
13 3 -0.989922559472
13 4 -0.469866902431
13 5 0.186840872841
13 6 -0.0253035971791
13 7 -0.0077434184981
13 8 -0.141397898567
13 9 0.989922559472
13 10 0.171645433771
13 11 -0.00120800611685
13 12 -0.0231810349408
14 1 0.00110601541222
14 2 -0.989952844473
14 3 -0.141393572871
14 4 -0.164392814742
14 5 0.0655709093446
14 6 -0.00984079387845
14 7 -0.00110601541222
14 8 0.989952844473
14 9 0.141393572871
14 10 0.114294830164
14 11 0.0685932550191
14 12 -0.0519691897273
15 1 0.999969407632
15 3 0.00782200742321
15 4 -0.0617332406819
15 5 -0.083069454103
15 6 0.526339018583
15 7 -0.999969407632
15 9 -0.00782200742321
15 10 0.0574116568305
15 11 -0.178446702935
15 12 0.0859746253121
16 8 1
16 10 -0.0805226518686
16 11 0.0254129737805
16 12 0.0444062591511
17 7 1
17 10 0.0527907323574
17 11 -0.197842635063
17 12 0.0722971287069
18 9 -1
18 10 0.158148654206
18 11 0.0117522014867
18 12 -0.12172923539
19 8 0.999999999985
19 9 5.48728166897e-06
19 10 0.0775789225512
19 11 -0.00233545685012
19 12 -0.0425885034227
20 7 1
20 10 -0.0329612941643
20 11 -0.199267298225
20 12 -0.0842619656897
21 8 5.48728166897e-06
21 9 -0.999999999985
21 10 0.178988375421
21 11 0.0116228043926
21 12 -0.0895645260704
22 1 -0.153807623536
22 2 0.988076437916
22 3 -0.00694030096812
22 4 -0.00159631101255
22 5 0.000174688375643
22 6 -0.0204015692701
22 13 0.153807623536
22 14 -0.988076437916
22 15 0.00694030096812
22 16 0.0827914149115
22 17 0.0119625805612
22 18 -0.0298642317721
23 1 -0.987072056087
23 2 -0.153964128405
23 3 -0.0445399063386
23 4 0.00444838966609
23 5 -0.00779887052814
23 6 -0.518500873969
23 13 0.987072056087
23 14 0.153964128405
23 15 0.0445399063386
23 16 0.0284633532696
23 17 0.199322700974
23 18 0.0854353085844
24 1 0.0450773893896
24 3 -0.998983497845
24 4 -0.500783095071
24 5 0.136061789159
24 6 -0.00627081648575
24 13 -0.0450773893896
24 15 0.998983497845
24 16 0.184545989895
24 17 0.00247415756722
24 18 -0.078428526712
25 1 -0.30333523988
25 2 0.952549785208
25 3 -0.0252317051847
25 4 -0.0504902126189
25 5 0.00370805287366
25 6 -0.143540845304
25 13 0.30333523988
25 14 -0.952549785208
25 15 0.0252317051847
25 16 0.0493816949834
25 17 0.0058558336641
25 18 -0.0096481472148
26 1 -0.94927141052
26 2 -0.30438282918
26 3 -0.0789612719575
26 4 -0.0165539519546
26 5 -0.0454950553454
26 6 -0.511463616422
26 13 0.94927141052
26 14 0.30438282918
26 15 0.0789612719575
26 16 0.0146959973422
26 17 0.199503133485
26 18 0.0481405653275
27 1 0.082894640452
27 3 -0.9965583167
27 4 -0.499783406959
27 5 0.180961430211
27 6 0.0133542157309
27 13 -0.082894640452
27 15 0.9965583167
27 16 0.194469511279
27 17 -0.00516253174265
27 18 -0.0452754054692
28 1 -0.35041414152
28 2 0.936200836053
28 3 -0.0271647565061
28 4 -0.0101231378806
28 5 0.000210709069794
28 6 -0.179477460108
28 13 0.35041414152
28 14 -0.936200836053
28 15 0.0271647565061
28 16 0.0889216402447
28 17 0.00071672193675
28 18 -0.0128074975609
29 1 -0.933400337714
29 2 -0.351465495566
29 3 -0.0723589315965
29 4 -0.0105167064633
29 5 -0.00622396306906
29 6 -0.503882853539
29 13 0.933400337714
29 14 0.351465495566
29 15 0.0723589315965
29 16 0.0168991486379
29 17 0.199569476496
29 18 0.0883412901044
30 1 0.0772899668639
30 3 -0.997008656443
30 4 -0.499881242752
30 5 0.190500701509
30 6 0.0103714647151
30 13 -0.0772899668639
30 15 0.997008656443
30 16 0.197252474362
30 17 -0.00410132542621
30 18 -0.0310009731225
31 13 1.83402548259e-07
31 14 1
31 16 0.0775259439104
31 17 -3.41672401737e-05
31 18 -0.0425557893686
32 13 1
32 14 -1.83402548259e-07
32 16 -0.0330170166573
32 17 -0.19929107681
32 18 -0.0842949786821
33 15 -1
33 16 0.177875459451
33 17 0.011622774689
